Year,Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Curacao,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
1984,3397.2998,11708.018,2706.4846,12759.924,7340.8179,4562.4604,,22992.016,23564.248,18003.729,,23965.59,17990.174,1235.6377,12086.921,,18132.334,3709.4866,1716.0753,472247.5,2393.804,2145.0068,,3202.8174,5231.7432,7185.9712,69888.688,8168.5469,859.26624,889.73877,798.91766,3191.6125,26425.834,1758.9215,47989.695,1067.6095,1041.2704,5719.5962,2239.8872,6510.3501,4321.9028,4787.9805,6961.833,2260.4419,,,16846.641,,2100.9009,21441.098,3781.6272,6986.0493,4594.4531,6425.9844,1835.2257,2337.96,2058.4304,,904.91968,4882.7183,19871.826,20937.209,12892.839,2896.0481,,19003.039,2502.7407,13547.82,3735.0071,3499.0029,3132.5977,1299.5875,1520.1683,2615.1619,17360.309,10464.918,25874.0,1040.5022,2526.989,3090.5488,4395.0664,12518.712,17761.676,19017.875,3938.9263,17950.85,4383.3652,,2099.8882,38343.0,,965.96869,,6286.8838,1951.8451,1377.89,,22609.547,16290.911,,1335.8881,1340.405,7733.7661,3860.0991,704.84595,10840.791,2044.5469,7184.2012,11739.616,,2137.8101,,15457.18,3187.0625,555.63385,1022.8112,5458.4946,886.9552,21597.855,18261.471,4763.0806,860.63531,4568.9844,26612.787,13996.784,2288.6819,2577.3508,6402.8086,3440.4319,3757.3521,2984.7422,6697.6934,9489.8643,43463.266,6793.1738,,1153.6184,8567.3691,6601.2129,4978.7568,2088.3833,22919.746,2436.2407,,12843.828,1220.8385,21703.094,,,,8902.5459,6422.7114,12416.798,2472.7852,1597.2573,5724.6294,3656.8101,21792.406,30468.047,1630.1163,12095.332,,1646.8762,3758.5493,1489.1296,16934.295,4843.6279,8656.1689,,82240.258,840.92188,,159371.88,20173.756,31669.826,7287.7456,,9199.4551,1088.8362,,1688.7162,3132.6765
1985,3353.9705,11823.618,2707.1287,13780.868,6211.7266,4387.3833,,25008.146,23813.381,18392.459,,24217.973,9418.6445,1256.1466,10547.099,,17203.848,3729.6648,1838.959,355776.44,2421.3494,2217.4741,,3599.7449,5391.1934,6265.793,63226.977,8632.1865,930.44995,931.61285,804.31891,3211.2317,26791.973,1761.4092,36832.668,1160.3674,1112.9824,5631.5039,2443.9658,6368.0142,4229.3457,4363.4326,6894.2461,2415.0581,,,16331.147,,1967.7152,21789.043,3384.2827,6568.5273,4589.2295,6397.9404,1836.4705,2297.1907,2186.6609,,893.16241,4748.8735,19954.313,20480.801,11469.029,2865.4348,,19022.947,2597.8079,13996.077,3594.9336,3329.0146,3179.7927,1024.0748,1461.9844,2553.4648,16617.479,10459.076,25320.5,1032.4409,2504.6838,3038.02,4381.9468,12485.942,17750.834,19173.258,3460.6052,18414.936,4023.8328,,2067.3562,32739.311,,1046.2836,,8122.8926,1963.7341,1298.1813,,22373.271,15611.955,,1354.8649,1434.9207,6962.1558,4066.7925,904.12909,10860.36,2015.674,6934.9238,11603.933,,2090.2939,,16366.875,3423.3442,451.05182,1018.9731,5407.8838,905.06195,20991.938,17857.855,4733.2236,910.16327,4835.9058,26753.857,14461.338,2355.3445,2481.519,6063.6895,3433.6396,3676.4617,2744.7322,7175.8027,9628.8691,33158.313,7089.2954,,1164.3264,8220.6074,6522.8301,4665.6367,2019.7653,17756.869,2598.7036,,12602.309,1198.1371,18711.902,,,,8551.1445,6629.9492,12203.168,2617.8979,1547.8523,6223.8628,3837.2427,22291.936,31039.643,1764.7644,12088.237,,1817.0144,3812.0381,1491.3484,15659.88,4909.8892,8941.6621,,80323.703,791.35504,,139509.08,20491.193,32498.301,7179.6279,,8450.2148,1117.8456,,1767.4746,3279.4768
1986,3437.6726,10090.532,2339.0759,16593.6,8207.667,4807.127,,27439.367,24030.885,19235.775,,23981.285,10870.496,1255.6653,12542.314,,18412.555,4194.6445,1570.109,505247.09,2502.6501,2184.8535,,3881.6716,6041.0913,5898.1265,45021.684,8659.0645,974.06195,951.66785,810.73853,3013.0688,26941.854,1966.2469,39871.809,1121.0449,1055.5573,5818.896,2485.8113,6629.9556,4553.1128,2645.9553,7448.4355,2441.031,,,16380.755,,1805.8273,23415.752,3161.0178,7133.7534,4771.4458,6012.0703,1833.8358,2500.3232,1942.1007,,873.16479,4745.6367,21198.508,21495.107,8597.5,2848.0313,,20504.146,2577.2605,14522.35,3524.7493,3411.3843,3145.7983,1315.5126,1453.7444,2651.1228,18656.496,11026.508,27348.592,1067.2903,2511.5864,2643.6035,4628.8994,13215.7,18650.326,20452.088,3797.6528,19955.061,3922.0002,,2153.5825,25267.309,,1060.9077,,6949.8081,1895.9489,1295.339,,25737.367,16627.643,,1587.6743,1270.1853,6261.854,4397.9414,895.56055,10938.049,2054.2986,7504.5967,10686.283,,2199.3123,,17459.93,3701.9421,556.70911,992.26196,5443.418,942.76111,21822.764,19016.783,4437.4941,896.37073,1475.1396,25776.717,10702.666,2350.9946,2856.321,6607.8687,3305.3967,4134.4165,2838.6882,7611.7891,10581.719,24457.729,7325.2593,,1168.0911,9339.1211,7072.4507,5008.7031,1881.9662,17920.871,2630.2195,,11902.917,1187.7472,19069.68,,,,8283.2598,7781.8071,12955.159,2777.6001,1634.0237,5932.7764,4458.5337,23823.436,32638.07,1568.5446,13892.91,,1215.4883,3809.0405,1498.5626,13651.692,4792.1958,9297.5361,,84235.117,776.49457,,109506.78,20636.523,33222.199,8108.4927,,7727.4966,1123.4102,,1462.9233,3311.2212
1987,3410.0007,9060.9336,2559.4114,17126.762,8958.9453,5042.3491,,32278.012,25530.766,20000.637,,24755.596,10931.148,1226.6855,14000.64,,19420.328,4551.7778,1415.6438,792461.31,2505.8479,2230.9536,,4163.3481,6121.5737,6776.8218,47305.578,9511.3057,931.27649,926.71063,946.5885,2876.8513,28494.688,2026.3623,45134.766,1022.4038,1049.1318,6163.1851,2552.4602,6558.3623,4426.9492,2441.1309,7269.312,2315.7026,,,17477.156,,1718.0559,23969.193,2963.4177,7647.6709,5235.2925,5790.1274,1814.3783,2471.7839,1980.6415,,883.75977,4707.5322,22145.857,21995.811,8159.5801,2724.05,,21349.691,2559.9722,14305.111,4202.9258,3453.1619,3193.998,1325.1427,1465.4713,2714.1265,21409.193,11808.606,30355.648,1113.2611,2555.0117,2802.0488,5344.771,14112.012,19842.342,21479.973,4185.519,21248.395,4409.8145,,2105.2678,28280.615,,1064.8821,,8164.2007,1979.2257,1380.8197,,26369.734,18900.674,,1469.2927,1139.4467,6559.2065,4950.4614,802.58557,11029.323,2053.7639,9266.9424,10665.947,,2329.9487,,18502.418,3728.2373,513.0639,943.51331,5326.291,937.73029,21916.75,19750.084,4503.7397,872.99182,1132.8959,26320.631,11305.575,2425.8323,2712.2019,6969.856,3383.4795,4532.1274,3053.1543,7957.4326,11458.264,25457.857,7456.9619,,1081.7751,10227.785,7473.7222,5286.3931,1777.6156,16493.27,2618.4309,,14473.529,1240.0509,21012.785,,,,8619.3799,8939.0596,13861.058,2872.6348,1619.8733,5554.3789,5183.228,24827.678,33101.672,1434.9735,15919.252,,920.84363,4079.4919,1438.3762,11944.18,5020.979,10164.763,,92245.625,804.1994,,89126.742,21484.16,34065.383,8972.0586,,7711.936,1128.2161,,1445.9462,3160.8496
1988,3261.6272,7980.478,2349.7085,17059.834,9519.4248,5290.8257,,38782.742,26605.639,21252.193,,24655.303,13046.785,1246.6992,15015.329,,20938.209,4792.8223,1423.8214,536154.5,2564.375,1962.2404,,4472.1714,6051.6343,5400.6426,41698.652,9722.2559,961.8714,971.92548,1038.3065,2735.6335,29517.678,2038.7291,47264.172,1053.8699,1108.7393,6651.0615,2625.6855,6642.2241,4188.3945,2205.8896,7277.6221,2285.7073,,,18350.74,,1792.5684,23943.768,2746.3542,8116.8882,5453.1123,5420.5811,1739.338,2532.322,2020.1111,,817.5285,4942.1543,23598.195,22986.074,7182.3384,2676.0793,,22414.938,2739.6462,15245.88,4274.7383,3395.5242,3317.929,1481.4894,1455.183,2835.2793,21896.063,11949.772,30806.395,1182.0692,2596.2583,2396.4329,5455.918,14687.255,20223.18,22427.111,4365.5288,23298.621,4464.5674,,2155.2817,23624.895,,1145.597,,5479.77,2222.6726,1425.1847,,28983.32,20169.889,,1391.7126,1027.4697,6964.1309,5286.6328,676.78607,11952.037,2037.5682,9348.2412,10537.96,,2404.1792,,21657.498,4072.8279,520.72089,806.24738,5097.7275,989.82538,22647.904,20584.471,3383.5317,847.04944,1037.0446,25128.373,8864.543,2516.4214,2572.6831,6071.415,3512.3013,4200.7432,3297.3752,8452.4951,12428.899,24368.336,7597.1963,,1050.8014,9730.7891,7627.9385,5892.0518,1752.4489,16825.988,2650.7517,,15218.301,1284.9182,21947.668,,,,8686.627,10089.779,14826.289,2900.9189,1641.5178,5904.2041,4881.4253,25716.875,33543.441,1451.2424,16757.979,,1202.9572,4483.3423,1599.2035,10971.668,5135.9819,10106.174,,101650.95,823.86407,,93545.906,22183.105,35119.07,8854.7979,,7759.7886,1156.5005,,1538.9323,3622.3613
1989,3469.7446,8055.1626,2433.4268,19003.51,10214.312,5018.7002,,41191.691,27222.988,22326.398,,26081.908,12751.635,1352.6293,16641.041,,21413.873,5169.3726,1253.0419,276833.34,2562.938,2017.6039,,5566.7979,6070.8423,7464.1968,45760.66,9476.8613,948.23987,914.07739,1073.5685,2565.769,30192.205,2152.0144,49506.223,1091.6573,1119.5216,7155.0117,2540.4512,6654.4365,3855.502,2158.1475,7550.5786,2417.8735,,,20241.109,,1788.1262,24060.52,2483.52,8119.3535,5024.3701,5366.4097,1874.3226,2550.4326,1938.3964,,772.28864,5428.4312,24298.0,23704.432,9087.2568,2642.5601,,23283.408,2668.6692,15930.542,4828.7222,3589.6191,3273.428,1441.7258,1338.3224,2833.7207,23122.555,12326.676,29142.318,1241.1555,2823.9788,2601.3413,4763.1807,15654.445,19528.055,23356.107,4415.2549,24900.943,4569.7681,,2106.8013,26164.664,,1249.9305,,3084.769,2381.2983,1499.4078,,32207.615,20916.719,,1308.3378,1054.5286,7520.5786,5673.6421,688.95032,12863.652,2032.0333,9715.5615,10743.782,,2341.5403,,27344.158,4085.8643,561.11383,809.77759,5037.3271,1048.6578,23478.271,20608.096,3056.0244,809.19812,981.92609,26010.459,10453.902,2555.729,2527.6978,5976.0767,3536.2371,3430.1208,3510.9924,8821.9854,13286.401,26193.969,7276.8179,,1105.4454,10530.325,7503.6045,5823.5361,1971.2844,16240.354,2529.3154,,16800.92,1342.6313,22041.225,,,,8568.2285,11015.047,15772.945,2978.1279,1517.5472,5955.2803,5082.5161,26257.904,34802.465,1351.8159,18074.732,,1100.2203,4838.6045,1576.5229,10151.468,5273.2271,9839.1748,,111273.67,818.28973,,102174.17,22422.377,36008.68,8847.6953,,7144.9507,1112.1067,607.14722,1258.606,3932.1384
1990,3340.4272,8278.1963,2576.7549,23365.234,10824.689,5553.8428,6229.2803,45426.961,26850.439,23529.439,9083.582,23789.047,14273.346,1378.3331,16209.407,12783.59,22322.295,5674.166,1253.4209,479371.91,2632.708,2107.0764,819.30182,5885.355,5809.9702,8451.041,51393.523,10006.039,918.2832,926.38672,1039.1523,2394.866,30000.512,2064.9509,61084.324,1052.4973,1093.449,7207.9087,2471.1516,6750.0737,3692.0183,2512.6699,7601.5981,2159.8667,12169.667,,20564.205,20907.189,1354.7614,24663.979,2241.8618,8843.0703,4561.3149,5587.5854,2104.3599,2489.5588,1994.7007,10756.41,747.12366,6149.4141,24536.262,24327.363,10646.769,2633.0142,10284.077,24941.041,2694.2029,15993.538,5048.6699,3698.5935,3229.7803,1471.1987,1342.1559,2915.959,25026.535,12330.993,28773.045,1297.264,3151.6101,3118.2114,4687.7432,16917.113,20892.543,24393.209,4714.958,26779.938,3707.897,10975.978,2139.0056,19449.137,7324.689,1255.9733,14928.666,4476.6812,2417.2136,791.40271,13019.557,33461.379,23324.943,5826.9976,1286.5278,976.46039,8276.4189,6419.228,675.80487,12948.529,1931.0891,10531.488,11249.528,4913.0186,3252.6912,10611.426,33922.199,4086.9543,540.34497,811.77362,4489.5557,1052.7173,24817.055,20580.633,3030.5571,822.74817,1018.1959,28637.889,11781.719,2541.8813,2885.9976,6359.7114,3842.4146,3398.9451,3757.1965,7693.2314,14128.191,31572.031,7419.4331,15261.791,1055.932,11370.784,7886.521,5730.0879,1781.6644,16975.604,2513.7729,9344.8076,17099.094,1423.5278,25354.266,,16638.281,17033.598,8395.2666,12326.526,16604.689,3056.9426,1528.3992,6215.1523,5785.0122,26491.32,36386.512,1309.4832,19774.547,6432.2852,1135.0167,5284.5264,1713.9022,10447.277,5555.2095,10393.992,10436.89,117538.23,816.69647,10731.352,113569.79,22563.338,36222.453,8723.0625,5254.0229,7481.3013,1129.7075,714.50073,1207.3245,4295.4414
1991,2982.1052,7880.6782,2319.7407,17157.027,10598.511,6446.5576,5693.9707,40457.801,26420.824,24452.951,12903.806,22686.582,13910.997,1397.7717,17387.346,12425.176,22585.873,5391.4653,1282.4717,505735.66,2707.5679,2206.9673,757.00842,6157.8081,6236.5073,12461.132,48052.422,10456.852,959.32874,945.0603,1096.3247,2234.1882,28821.074,2031.6372,56360.688,1010.6668,1105.0673,7653.9438,2570.4824,6649.9761,3424.8386,2736.5037,7542.7969,2140.5674,9662.9482,,19593.416,17628.43,1021.9121,24684.869,2066.6873,7997.0908,4548.8301,5672.7466,2407.0305,2555.5842,2027.8416,11242.497,653.35101,5661.2148,22944.311,24282.33,10811.761,2615.885,8889.5527,26190.695,2882.6663,16901.693,5216.3525,3851.9915,3126.73,1447.0234,1301.6786,2979.2441,26269.973,11188.871,28959.9,1295.7802,3374.385,3594.1953,1583.623,17159.629,22099.256,25114.551,4558.7461,28354.563,2987.187,10707.445,2116.5251,11819.385,7187.4106,1258.5543,13479.758,6267.9541,2452.8452,747.58539,10752.63,36711.488,25139.314,5725.5679,1188.6125,1025.2614,8951.3428,6704.1885,722.30664,13744.63,1945.4526,11129.275,11530.837,4753.7246,2365.5291,9463.7266,23836.768,4477.2173,565.78314,773.26483,4793.7656,1114.902,25427.816,19852.834,3102.4001,803.68915,806.92529,28556.041,10394.852,2479.7563,2644.5986,6940.9102,3875.0757,3475.0862,3743.8188,7623.8999,14736.718,26203.439,6790.8159,14854.796,952.87091,11626.499,7422.2573,6547.7827,1671.689,18230.982,2405.6973,8187.2842,17306.217,1459.4711,23422.395,,13088.086,15500.936,8172.4897,13789.705,17331.447,3089.9775,1587.7067,6416.7725,5945.2314,26187.123,35605.371,1123.4247,20905.719,6243.7583,1100.4829,5571.3516,1534.9843,10137.73,5669.5073,9866.5479,9603.5947,120689.17,805.86163,9961.5273,99892.531,21802.826,35723.078,9129.6602,4873.4341,7881.3892,1244.9948,648.89355,1179.5009,5013.7134
1992,2716.7029,7626.9536,2644.6868,21870.475,10412.9,7489.8384,3320.915,48279.887,27154.258,25277.766,9048.0029,22765.168,14072.187,1406.3385,17398.816,11082.134,23332.543,5339.3984,1286.6378,410957.25,3041.3708,2270.8662,747.17859,6226.3599,6302.7295,12811.117,54379.434,10749.749,932.51123,909.3653,1344.4722,2159.1484,28748.088,2169.6028,50532.25,945.17694,1080.9574,8443.4229,2772.1431,6836.1377,3523.032,1943.5865,8131.8481,2159.7041,8494.3311,,20405.969,17483.057,1328.7858,25577.621,2610.6084,8737.6934,5206.9209,5694.1255,2593.1411,2759.4177,2050.0381,8637.4414,569.35101,5739.8633,21815.018,24601.814,10013.514,2600.7073,4117.1519,26970.596,2722.6909,16982.197,6168.1079,3922.373,2977.2244,1158.5377,1258.7366,2988.9602,28298.434,11206.479,27490.807,1350.078,3537.7085,3834.6821,1965.076,18282.645,23145.096,25570.662,4806.1797,29285.672,3191.9878,10881.71,2003.6559,25147.17,5631.3394,1271.3312,9580.4561,4748.5679,2382.5664,474.97028,9221.6855,36764.75,28785.297,5371.1138,1121.7114,899.68457,9279.8242,6486.7061,652.10291,13521.014,1939.7872,11429.354,11798.168,2814.8914,2241.3003,7214.938,21758.225,4429.9399,496.06918,821.8653,4883.6523,1102.3701,25614.637,20079.287,3028.606,769.88715,720.49646,29290.582,11296.296,2568.8035,3154.1833,7300.6294,3878.2485,3485.342,3832.1072,8184.2568,15202.854,26241.58,6460.1948,13713.351,1068.4688,11087.811,7573.2881,7336.6216,1706.5618,19488.063,2362.7268,5815.8018,16977.633,1370.358,22522.354,,12147.48,14793.249,7819.3335,14739.193,17703.48,3294.4221,1502.4454,6544.04,6250.4722,25812.006,35547.684,1115.5359,22179.35,3147.4626,996.1286,6123.5405,1513.2988,9583.6455,6196.8848,10129.578,7993.5596,120340.49,809.73578,9135.9326,98582.719,21697.07,36672.102,10214.629,3934.3054,8025.855,1314.217,635.93414,1038.0188,4485.749
1993,3178.1472,7126.4844,2204.7869,21713.08,10401.79,8488.1758,3273.2913,50170.875,27813.484,25631.961,5090.271,22508.313,15481.737,1411.4324,17906.809,11746.094,23405.514,5863.1387,1282.25,436816.06,2906.6406,2379.2104,984.75281,6251.9697,6686.8335,15678.022,51801.023,8192.9355,937.5683,836.96539,1163.6282,2195.6423,29087.459,2238.6992,55045.336,900.89117,1030.9365,8870.6631,3079.7556,7180.061,3312.8665,2005.2576,8484.915,2063.6472,7933.5884,,19730.688,17721.363,1003.7488,25284.385,3181.3718,8888.1113,5587.9771,5171.6992,2968.8955,3026.3198,1975.8387,8420.8213,605.46576,5687.7026,21523.316,24425.033,9867.9404,2628.4487,2544.9917,27119.053,2500.4521,17176.918,5565.4712,4072.8264,2961.0715,1349.978,1207.5844,3151.6162,30012.188,11925.719,27618.156,1414.3143,3708.8733,4734.2036,2856.9192,19293.252,23574.76,25519.283,5095.998,30067.561,3204.6013,8065.147,2058.1384,35888.766,4811.061,1309.7018,8595.418,4407.3003,2573.7166,325.70547,8540.7383,38965.109,29892.242,5407.8203,1106.0939,963.98218,9884.3584,6518.5527,672.64532,14277.742,2086.8887,12035.628,12924.658,2873.5403,1798.7158,4566.5088,20777.824,4413.7026,506.12296,1049.4807,4872.3188,1158.009,26304.543,21248.818,2873.2227,745.52454,593.73151,29431.27,10488.877,2582.9497,3340.2432,7450.6147,3988.8777,3655.4426,3981.3931,8870.8281,15528.333,25062.451,6678.877,11734.598,1038.4553,10829.749,7419.4111,6824.3589,1498.2719,19072.771,2239.4875,3937.7297,19288.723,1524.246,21439.102,,12225.805,15977.396,7803.3867,16049.439,17881.059,3534.9958,1408.7672,5818.7778,6780.8794,24743.264,35708.652,1040.5863,23268.656,2719.1575,934.90973,6603.2788,1216.5586,8930.9307,6525.2803,10939.155,8752.6367,126574.2,821.03027,7305.2979,74134.141,22205.773,37376.816,10514.393,4551.6255,7528.2334,1459.4875,625.15533,990.44171,4466.2686
1994,3650.1882,7023.8887,2274.4001,21774.828,11124.596,9765.499,2612.8503,53800.922,28736.486,26713.586,3947.6855,21640.93,15526.823,1446.9573,18949.637,7745.2202,23911.197,6134.6924,1165.3046,161809.75,2976.72,2530.5063,1387.2185,6337.7656,7406.4434,22670.207,46599.008,8207.6543,870.87823,832.66644,1256.5415,2061.9551,30167.396,2567.509,48041.613,1068.2057,1042.0204,9526.2002,3174.8203,7449.0483,2943.2612,1862.6157,8664.3789,1963.5613,8593.2617,,20426.266,18691.174,714.57782,26324.734,2316.5549,8536.8936,5767.4746,5185.9956,3329.3699,3225.2751,1197.4171,8297.7793,546.52972,5881.564,22249.627,24814.377,8756.0674,2554.3948,2313.5613,28071.469,2558.3701,17883.32,5971.1294,4155.2104,2953.0332,1472.5508,1024.9404,3142.4697,30830.906,12508.297,28268.498,1486.656,3925.5759,4893.3496,2609.6335,20147.652,24303.756,26351.465,5049.5757,30935.707,3255.2454,6485.1782,2298.4915,40471.934,3630.3584,1393.723,8623.6738,4447.3779,2519.0933,249.30579,7854.5737,40569.613,30603.133,5458.8628,1075.8248,1115.3772,10435.659,6712.7476,660.85016,14600.33,2135.6904,12598.792,13327.99,2596.6204,1890.8219,4623.5581,20839.254,4866.6357,545.04688,1001.0235,4806.9941,1360.2762,26892.184,22273.049,2992.6323,739.33807,522.06085,30415.049,9815.0674,2552.1702,3711.4871,7505.5762,4120.8491,4194.4194,4341.6777,9521.833,16496.576,24948.682,7115.1738,9954.2227,503.00507,11883.802,6625.8076,6566.1528,1481.4342,17793.691,2183.7847,4008.0278,19596.352,1662.75,19735.023,,12624.86,16976.068,7921.5151,17903.844,18592.816,3772.2642,1454.5966,5375.5649,6553.0596,26174.588,36335.805,937.53394,24093.783,1797.7004,873.73169,7139.4214,1330.0341,8881.3809,6992.356,10081.581,6088.1035,131333.66,1064.959,5984.0176,75094.281,22746.82,38579.215,11318.921,3786.8892,7018.5098,1518.5922,619.96918,914.84882,4833.8809
1995,3979.4717,7217.167,1972.1157,21109.719,9935.251,10810.947,2774.3123,50179.457,29886.154,27733.299,2426.9753,21375.375,15624.901,1483.7754,19639.818,7482.2949,24819.742,6426.7065,1201.2124,382778.44,3047.2241,2772.4607,2153.5862,6777.7056,8467.9131,26676.141,43313.793,7903.5283,928.72443,744.94366,1337.4897,2219.8906,31342.617,2298.0806,47930.414,1072.0505,1060.4545,10772.417,3339.8772,7650.2881,3388.8486,1748.7126,8793.7188,2186.6553,9126.7725,,21253.324,19538.965,719.60175,27109.004,2723.0637,9007.4775,5799.0649,5116.7529,3884.2778,3577.5725,1729.8186,9128.6738,592.69299,5705.1899,25062.961,25257.432,9562.6094,2562.8513,2596.3723,29052.498,2603.7229,18362.797,6191.6211,4341.5767,2949.7954,1459.2314,1319.6439,3399.4885,31250.561,12706.539,27958.66,1571.465,4227.8589,5066.1646,2076.4124,23008.201,25386.332,27628.709,5066.9678,32587.881,3305.0918,5577.0308,2147.8853,42522.855,3092.8323,1457.429,8465.3086,4416.5801,2605.0415,236.22252,8386.0947,40390.867,31986.203,5579.0225,1064.6104,1059.5334,11347.92,6459.2085,881.19641,14610.311,1946.0675,13245.916,10599.875,2725.4575,2427.585,5293.2949,19183.146,4740.5845,485.52847,1101.8232,4864.4551,1420.1268,28070.57,23143.967,3110.4226,771.06854,453.19977,32595.947,11037.642,2640.8633,3817.8181,7313.5698,4200.7422,4625.2915,4690.3135,10483.856,17108.186,26731.637,7646.0952,9336.3516,632.46747,12134.495,7400.2285,6950.7368,1465.174,17581.549,2183.5288,4255.1699,17638.646,1685.9502,20100.676,,13187.168,18314.686,8175.8535,20036.82,19506.086,3827.8486,1416.5184,5417.5439,7498.665,27908.922,36625.203,997.94116,25267.166,1780.8939,913.74786,8029.7529,1321.2548,8896.8281,7489.4678,10635.008,5269.9575,136413.58,1044.6809,5269.8716,78715.039,25176.281,39214.816,11166.086,3731.9341,7286.0337,1622.1221,694.21301,917.49139,4684.6299
1996,4407.5679,7472.6406,2445.8354,19743.943,10488.202,13809.471,3103.3311,49954.805,31260.986,28277.605,2309.3599,26051.932,14624.104,1495.4797,22239.998,7868.7354,24761.605,5761.5034,1228.4771,313806.56,3265.0364,3040.0198,4237.585,7583.3511,10003.463,28347.334,55146.746,7160.5239,1005.3777,680.88562,1235.1334,2296.8486,31819.074,2720.467,45178.449,887.93512,977.2265,11124.255,3551.1833,7542.1172,3204.7927,1933.283,8432.1377,2298.2769,9521.3848,,20746.604,20435.332,626.53125,27997.84,2323.7708,9215.6543,5930.8003,5037.7998,4593.8154,3638.7292,2961.9158,9938.6709,584.40759,5884.5981,24939.676,25696.494,10512.795,2547.1287,2982.7454,29394.684,2581.6619,18799.145,7177.8926,4353.895,3106.6992,1508.6079,1497.1561,3161.675,32547.648,13061.668,28448.043,1682.894,4530.2471,6138.312,2957.5181,24657.285,26556.984,28196.893,5129.6011,34219.941,3173.3857,5562.5464,2175.4556,45134.949,3058.6333,1579.2061,8602.5381,4381.8442,2826.1528,215.44821,8776.8232,40564.355,30893.607,5621.6836,1074.2657,1002.8445,12065.231,6929.3555,1091.2743,14483.909,2136.9666,14822.055,10710.146,2692.6609,2275.3242,6758.4453,14590.468,5475.2529,554.84106,1095.6333,5003.4692,1512.9932,29106.844,24040.166,3206.2451,734.23535,441.21655,36455.941,12001.557,2729.7493,3654.8738,7596.5933,4145.9707,4807.0527,5011.9424,11360.136,17506.881,26744.775,8061.9619,9130.0195,734.77313,14051.47,8543.0518,7168.7759,1462.8628,17759.076,2269.4121,4144.0454,18363.176,1490.1376,23651.822,,14055.05,19053.869,8417.4707,22056.887,20152.805,3998.4141,1452.7063,6115.6333,8198.1709,28746.258,36839.871,995.08221,26759.918,1459.7444,928.12061,8793.5029,1529.0737,8717.6543,8470.6865,11725.813,5762.4951,118909.76,1015.7574,5104.4155,79578.461,26622.006,40314.785,11760.177,3927.2285,7098.1455,1817.2936,836.54773,1011.7916,5142.8862
